image_url,image_name,latitude,longitude,heading,image_id,n_comparisons,group,weight,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.50111089_-0.035448851_0.jpg,51.50111089_-0.035448851_0,51.50111089,-0.035448851,0,image_144,18,medium,1.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.50128821_-0.13002848_0.jpg,51.50128821_-0.13002848_0,51.50128821,-0.13002848,0,image_145,15,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.50128821_-0.13002848_90.jpg,51.50128821_-0.13002848_90,51.50128821,-0.13002848,90,image_146,7,very_low,4,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.50268136_-0.123434762_0.jpg,51.50268136_-0.123434762_0,51.50268136,-0.123434762,0,image_147,8,very_low,4,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.50281278_-0.01932879_0.jpg,51.50281278_-0.01932879_0,51.50281278,-0.01932879,0,image_148,17,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.50281278_-0.01932879_90.jpg,51.50281278_-0.01932879_90,51.50281278,-0.01932879,90,image_149,16,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.5029572_-0.015114569_90.jpg,51.5029572_-0.015114569_90,51.5029572,-0.015114569,90,image_150,16,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.50344715_-0.020769149_90.jpg,51.50344715_-0.020769149_90,51.50344715,-0.020769149,90,image_151,16,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.50376784_-0.126081018_0.jpg,51.50376784_-0.126081018_0,51.50376784,-0.126081018,0,image_152,19,medium,1.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.50376798_-0.073388573_90.jpg,51.50376798_-0.073388573_90,51.50376798,-0.073388573,90,image_153,25,high,1,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.50388879_-0.104511568_0.jpg,51.50388879_-0.104511568_0,51.50388879,-0.104511568,0,image_154,13,low,2.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.50417713_-0.075818249_0.jpg,51.50417713_-0.075818249_0,51.50417713,-0.075818249,0,image_155,18,medium,1.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.50479114_-0.136986832_0.jpg,51.50479114_-0.136986832_0,51.50479114,-0.136986832,0,image_156,10,low,3,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.50495596_-0.223579659_0.jpg,51.50495596_-0.223579659_0,51.50495596,-0.223579659,0,image_157,20,high,1,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.50495596_-0.223579659_90.jpg,51.50495596_-0.223579659_90,51.50495596,-0.223579659,90,image_158,11,low,3,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.50498498_-0.125359702_90.jpg,51.50498498_-0.125359702_90,51.50498498,-0.125359702,90,image_159,20,high,1,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.5050136_-0.016955468_0.jpg,51.5050136_-0.016955468_0,51.5050136,-0.016955468,0,image_160,13,low,2.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.5050136_-0.016955468_90.jpg,51.5050136_-0.016955468_90,51.5050136,-0.016955468,90,image_161,14,low,2.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.50515222_-0.126649822_0.jpg,51.50515222_-0.126649822_0,51.50515222,-0.126649822,0,image_162,18,medium,1.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.50550385_-0.095468656_0.jpg,51.50550385_-0.095468656_0,51.50550385,-0.095468656,0,image_163,13,low,2.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.50613727_-0.064645697_90.jpg,51.50613727_-0.064645697_90,51.50613727,-0.064645697,90,image_164,12,low,3,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.5063313_-0.134813436_0.jpg,51.5063313_-0.134813436_0,51.5063313,-0.134813436,0,image_165,11,low,3,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.5063313_-0.134813436_90.jpg,51.5063313_-0.134813436_90,51.5063313,-0.134813436,90,image_166,14,low,2.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.50641895_-0.053226375_0.jpg,51.50641895_-0.053226375_0,51.50641895,-0.053226375,0,image_167,14,low,2.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.50641895_-0.053226375_90.jpg,51.50641895_-0.053226375_90,51.50641895,-0.053226375,90,image_168,11,low,3,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.50650339_-0.062404094_0.jpg,51.50650339_-0.062404094_0,51.50650339,-0.062404094,0,image_169,15,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.50650339_-0.062404094_90.jpg,51.50650339_-0.062404094_90,51.50650339,-0.062404094,90,image_170,12,low,3,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.5066981_-0.066690414_0.jpg,51.5066981_-0.066690414_0,51.5066981,-0.066690414,0,image_171,10,low,3,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.50680831_-0.269196852_90.jpg,51.50680831_-0.269196852_90,51.50680831,-0.269196852,90,image_172,17,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.50703402_-0.137472503_0.jpg,51.50703402_-0.137472503_0,51.50703402,-0.137472503,0,image_173,11,low,3,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.50710571_-0.25697753_0.jpg,51.50710571_-0.25697753_0,51.50710571,-0.25697753,0,image_174,15,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.50726536_-0.094993128_0.jpg,51.50726536_-0.094993128_0,51.50726536,-0.094993128,0,image_175,12,low,3,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.50740915_-0.31204224_90.jpg,51.50740915_-0.31204224_90,51.50740915,-0.31204224,90,image_176,18,medium,1.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.50750364_-0.096453619_0.jpg,51.50750364_-0.096453619_0,51.50750364,-0.096453619,0,image_177,22,high,1,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.50750364_-0.096453619_90.jpg,51.50750364_-0.096453619_90,51.50750364,-0.096453619,90,image_178,19,medium,1.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.50762859_-0.125129206_90.jpg,51.50762859_-0.125129206_90,51.50762859,-0.125129206,90,image_179,17,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.50774476_-0.141479781_0.jpg,51.50774476_-0.141479781_0,51.50774476,-0.141479781,0,image_180,15,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.50775375_-0.114753648_90.jpg,51.50775375_-0.114753648_90,51.50775375,-0.114753648,90,image_181,15,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.5078315_-0.30509914_0.jpg,51.5078315_-0.30509914_0,51.5078315,-0.30509914,0,image_182,13,low,2.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.50834836_-0.275259228_90.jpg,51.50834836_-0.275259228_90,51.50834836,-0.275259228,90,image_183,18,medium,1.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.50844662_-0.099373805_0.jpg,51.50844662_-0.099373805_0,51.50844662,-0.099373805,0,image_184,9,very_low,4,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.50844662_-0.099373805_90.jpg,51.50844662_-0.099373805_90,51.50844662,-0.099373805,90,image_185,14,low,2.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.50901859_-0.196308898_0.jpg,51.50901859_-0.196308898_0,51.50901859,-0.196308898,0,image_186,14,low,2.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.50901859_-0.196308898_90.jpg,51.50901859_-0.196308898_90,51.50901859,-0.196308898,90,image_187,12,low,3,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.50905158_-0.088934054_90.jpg,51.50905158_-0.088934054_90,51.50905158,-0.088934054,90,image_188,18,medium,1.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.50928261_-0.06866542_0.jpg,51.50928261_-0.06866542_0,51.50928261,-0.06866542,0,image_189,12,low,3,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.50928925_-0.084445882_90.jpg,51.50928925_-0.084445882_90,51.50928925,-0.084445882,90,image_190,12,low,3,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.50951586_-0.083734291_0.jpg,51.50951586_-0.083734291_0,51.50951586,-0.083734291,0,image_191,18,medium,1.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.50972266_-0.083136172_90.jpg,51.50972266_-0.083136172_90,51.50972266,-0.083136172,90,image_192,24,high,1,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51009992_-0.079217383_0.jpg,51.51009992_-0.079217383_0,51.51009992,-0.079217383,0,image_193,14,low,2.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51009992_-0.079217383_90.jpg,51.51009992_-0.079217383_90,51.51009992,-0.079217383,90,image_194,16,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.5101575_-0.14130364_0.jpg,51.5101575_-0.14130364_0,51.5101575,-0.14130364,0,image_195,17,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51016998_-0.122099736_0.jpg,51.51016998_-0.122099736_0,51.51016998,-0.122099736,0,image_196,12,low,3,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51016998_-0.122099736_90.jpg,51.51016998_-0.122099736_90,51.51016998,-0.122099736,90,image_197,17,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51018761_-0.202443959_90.jpg,51.51018761_-0.202443959_90,51.51018761,-0.202443959,90,image_198,11,low,3,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.510206_-0.323915649_0.jpg,51.510206_-0.323915649_0,51.510206,-0.323915649,0,image_199,16,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.510206_-0.323915649_90.jpg,51.510206_-0.323915649_90,51.510206,-0.323915649,90,image_200,18,medium,1.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51021578_-0.116824934_0.jpg,51.51021578_-0.116824934_0,51.51021578,-0.116824934,0,image_201,15,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51021578_-0.116824934_90.jpg,51.51021578_-0.116824934_90,51.51021578,-0.116824934,90,image_202,15,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51042445_-0.128343567_0.jpg,51.51042445_-0.128343567_0,51.51042445,-0.128343567,0,image_203,21,high,1,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.5104884_-0.375965981_0.jpg,51.5104884_-0.375965981_0,51.5104884,-0.375965981,0,image_204,16,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.5104884_-0.375965981_90.jpg,51.5104884_-0.375965981_90,51.5104884,-0.375965981,90,image_205,14,low,2.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51055194_-0.05353878_0.jpg,51.51055194_-0.05353878_0,51.51055194,-0.05353878,0,image_206,15,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51064279_-0.025418384_0.jpg,51.51064279_-0.025418384_0,51.51064279,-0.025418384,0,image_207,15,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51075435_-0.138595232_90.jpg,51.51075435_-0.138595232_90,51.51075435,-0.138595232,90,image_208,19,medium,1.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51085206_-0.099835916_90.jpg,51.51085206_-0.099835916_90,51.51085206,-0.099835916,90,image_209,11,low,3,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51085311_-0.131730153_0.jpg,51.51085311_-0.131730153_0,51.51085311,-0.131730153,0,image_210,17,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51092439_-0.122600555_0.jpg,51.51092439_-0.122600555_0,51.51092439,-0.122600555,0,image_211,18,medium,1.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51107023_-0.132733795_0.jpg,51.51107023_-0.132733795_0,51.51107023,-0.132733795,0,image_212,17,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51107023_-0.132733795_90.jpg,51.51107023_-0.132733795_90,51.51107023,-0.132733795,90,image_213,18,medium,1.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51113879_-0.119822579_90.jpg,51.51113879_-0.119822579_90,51.51113879,-0.119822579,90,image_214,10,low,3,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51114076_-0.140607716_0.jpg,51.51114076_-0.140607716_0,51.51114076,-0.140607716,0,image_215,17,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51115518_-0.132399203_90.jpg,51.51115518_-0.132399203_90,51.51115518,-0.132399203,90,image_216,12,low,3,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51122204_-0.132849708_0.jpg,51.51122204_-0.132849708_0,51.51122204,-0.132849708,0,image_217,15,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51122204_-0.132849708_90.jpg,51.51122204_-0.132849708_90,51.51122204,-0.132849708,90,image_218,12,low,3,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51127635_-0.017590665_0.jpg,51.51127635_-0.017590665_0,51.51127635,-0.017590665,0,image_219,16,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51139933_-0.122504558_0.jpg,51.51139933_-0.122504558_0,51.51139933,-0.122504558,0,image_220,11,low,3,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51141344_-0.37948669_0.jpg,51.51141344_-0.37948669_0,51.51141344,-0.37948669,0,image_221,13,low,2.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51141344_-0.37948669_90.jpg,51.51141344_-0.37948669_90,51.51141344,-0.37948669,90,image_222,12,low,3,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51143622_-0.015532949_0.jpg,51.51143622_-0.015532949_0,51.51143622,-0.015532949,0,image_223,16,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51144826_-0.115188_0.jpg,51.51144826_-0.115188_0,51.51144826,-0.115188,0,image_224,17,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51149515_-0.014224501_0.jpg,51.51149515_-0.014224501_0,51.51149515,-0.014224501,0,image_225,18,medium,1.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51152724_-0.086860548_0.jpg,51.51152724_-0.086860548_0,51.51152724,-0.086860548,0,image_226,16,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51157163_-0.076734978_90.jpg,51.51157163_-0.076734978_90,51.51157163,-0.076734978,90,image_227,14,low,2.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51166949_-0.074562094_90.jpg,51.51166949_-0.074562094_90,51.51166949,-0.074562094,90,image_228,12,low,3,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51170265_-0.014275162_0.jpg,51.51170265_-0.014275162_0,51.51170265,-0.014275162,0,image_229,17,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51179769_-0.304947417_0.jpg,51.51179769_-0.304947417_0,51.51179769,-0.304947417,0,image_230,20,high,1,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51183443_-0.11772628_0.jpg,51.51183443_-0.11772628_0,51.51183443,-0.11772628,0,image_231,11,low,3,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51183443_-0.11772628_90.jpg,51.51183443_-0.11772628_90,51.51183443,-0.11772628,90,image_232,12,low,3,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.5121269_-0.300422238_0.jpg,51.5121269_-0.300422238_0,51.5121269,-0.300422238,0,image_233,11,low,3,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51213874_-0.12192816_90.jpg,51.51213874_-0.12192816_90,51.51213874,-0.12192816,90,image_234,12,low,3,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51216471_-0.155220929_0.jpg,51.51216471_-0.155220929_0,51.51216471,-0.155220929,0,image_235,8,very_low,4,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51225053_-0.128542086_0.jpg,51.51225053_-0.128542086_0,51.51225053,-0.128542086,0,image_236,14,low,2.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51232058_-0.16911494_90.jpg,51.51232058_-0.16911494_90,51.51232058,-0.16911494,90,image_237,15,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.5123338_-0.138903226_0.jpg,51.5123338_-0.138903226_0,51.5123338,-0.138903226,0,image_238,21,high,1,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51238163_-0.305973876_0.jpg,51.51238163_-0.305973876_0,51.51238163,-0.305973876,0,image_239,14,low,2.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51238163_-0.305973876_90.jpg,51.51238163_-0.305973876_90,51.51238163,-0.305973876,90,image_240,10,low,3,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51241836_-0.128652892_90.jpg,51.51241836_-0.128652892_90,51.51241836,-0.128652892,90,image_241,10,low,3,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51243557_-0.12559598_0.jpg,51.51243557_-0.12559598_0,51.51243557,-0.12559598,0,image_242,19,medium,1.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51243557_-0.12559598_90.jpg,51.51243557_-0.12559598_90,51.51243557,-0.12559598,90,image_243,13,low,2.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51252248_-0.07318239_0.jpg,51.51252248_-0.07318239_0,51.51252248,-0.07318239,0,image_244,11,low,3,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51252588_-0.06763867_0.jpg,51.51252588_-0.06763867_0,51.51252588,-0.06763867,0,image_245,16,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51258856_-0.140129068_0.jpg,51.51258856_-0.140129068_0,51.51258856,-0.140129068,0,image_246,16,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51258856_-0.140129068_90.jpg,51.51258856_-0.140129068_90,51.51258856,-0.140129068,90,image_247,24,high,1,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.5126435_-0.098347244_0.jpg,51.5126435_-0.098347244_0,51.5126435,-0.098347244,0,image_248,14,low,2.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51292748_-0.075649323_0.jpg,51.51292748_-0.075649323_0,51.51292748,-0.075649323,0,image_249,20,high,1,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51292748_-0.075649323_90.jpg,51.51292748_-0.075649323_90,51.51292748,-0.075649323,90,image_250,13,low,2.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51296094_-0.129570965_0.jpg,51.51296094_-0.129570965_0,51.51296094,-0.129570965,0,image_251,17,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51296094_-0.129570965_90.jpg,51.51296094_-0.129570965_90,51.51296094,-0.129570965,90,image_252,12,low,3,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51297383_-0.12592842_90.jpg,51.51297383_-0.12592842_90,51.51297383,-0.12592842,90,image_253,16,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51297456_-0.156685831_90.jpg,51.51297456_-0.156685831_90,51.51297456,-0.156685831,90,image_254,16,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51298446_-0.124571788_0.jpg,51.51298446_-0.124571788_0,51.51298446,-0.124571788,0,image_255,19,medium,1.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51298446_-0.124571788_90.jpg,51.51298446_-0.124571788_90,51.51298446,-0.124571788,90,image_256,15,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51308428_-0.126062679_0.jpg,51.51308428_-0.126062679_0,51.51308428,-0.126062679,0,image_257,12,low,3,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51314315_-0.11528326_0.jpg,51.51314315_-0.11528326_0,51.51314315,-0.11528326,0,image_258,13,low,2.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51314315_-0.11528326_90.jpg,51.51314315_-0.11528326_90,51.51314315,-0.11528326,90,image_259,16,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51320037_-0.146810345_0.jpg,51.51320037_-0.146810345_0,51.51320037,-0.146810345,0,image_260,8,very_low,4,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51320037_-0.146810345_90.jpg,51.51320037_-0.146810345_90,51.51320037,-0.146810345,90,image_261,14,low,2.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51331344_-0.075771933_0.jpg,51.51331344_-0.075771933_0,51.51331344,-0.075771933,0,image_262,11,low,3,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51331344_-0.075771933_90.jpg,51.51331344_-0.075771933_90,51.51331344,-0.075771933,90,image_263,13,low,2.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51333321_-0.131315841_0.jpg,51.51333321_-0.131315841_0,51.51333321,-0.131315841,0,image_264,12,low,3,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51333321_-0.131315841_90.jpg,51.51333321_-0.131315841_90,51.51333321,-0.131315841,90,image_265,14,low,2.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51346749_-0.073360362_0.jpg,51.51346749_-0.073360362_0,51.51346749,-0.073360362,0,image_266,9,very_low,4,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51354621_-0.130353402_0.jpg,51.51354621_-0.130353402_0,51.51354621,-0.130353402,0,image_267,22,high,1,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51363694_-0.127859644_0.jpg,51.51363694_-0.127859644_0,51.51363694,-0.127859644,0,image_268,16,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51363694_-0.127859644_90.jpg,51.51363694_-0.127859644_90,51.51363694,-0.127859644,90,image_269,21,high,1,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51368395_-0.136410397_0.jpg,51.51368395_-0.136410397_0,51.51368395,-0.136410397,0,image_270,9,very_low,4,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.5136961_-0.106174158_0.jpg,51.5136961_-0.106174158_0,51.5136961,-0.106174158,0,image_271,11,low,3,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51372727_-0.091733212_0.jpg,51.51372727_-0.091733212_0,51.51372727,-0.091733212,0,image_272,10,low,3,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51372727_-0.091733212_90.jpg,51.51372727_-0.091733212_90,51.51372727,-0.091733212,90,image_273,17,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51374629_-0.155780606_0.jpg,51.51374629_-0.155780606_0,51.51374629,-0.155780606,0,image_274,15,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51374629_-0.155780606_90.jpg,51.51374629_-0.155780606_90,51.51374629,-0.155780606,90,image_275,13,low,2.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51376197_-0.117719558_0.jpg,51.51376197_-0.117719558_0,51.51376197,-0.117719558,0,image_276,17,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51376197_-0.117719558_90.jpg,51.51376197_-0.117719558_90,51.51376197,-0.117719558,90,image_277,20,high,1,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51378394_-0.148061664_0.jpg,51.51378394_-0.148061664_0,51.51378394,-0.148061664,0,image_278,17,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51378394_-0.148061664_90.jpg,51.51378394_-0.148061664_90,51.51378394,-0.148061664,90,image_279,15,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51384407_-0.126063277_90.jpg,51.51384407_-0.126063277_90,51.51384407,-0.126063277,90,image_280,12,low,3,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51386442_-0.308451194_0.jpg,51.51386442_-0.308451194_0,51.51386442,-0.308451194,0,image_281,19,medium,1.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51390258_-0.116544884_0.jpg,51.51390258_-0.116544884_0,51.51390258,-0.116544884,0,image_282,15,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51390258_-0.116544884_90.jpg,51.51390258_-0.116544884_90,51.51390258,-0.116544884,90,image_283,22,high,1,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51391172_-0.075654671_0.jpg,51.51391172_-0.075654671_0,51.51391172,-0.075654671,0,image_284,17,medium,2,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51391172_-0.075654671_90.jpg,51.51391172_-0.075654671_90,51.51391172,-0.075654671,90,image_285,13,low,2.5,,
https://raw.githubusercontent.com/everyday-day/street-images/main/image_for_evaluation/51.51394054_-0.217654047_0.jpg,51.51394054_-0.217654047_0,51.51394054,-0.217654047,0,image_286,12,low,3,,
